Season,BetType,Odds,P_Model,Won,Flat_P,Kelly_P,Kelly_S,Flat_S,League
2022,X,4.5,0.3080518658668233,0,-10.0,-27.5880997429075,27.5880997429075,10.0,Bundesliga
2022,1,6.0,0.2120487513357038,0,-10.0,-13.614625400711144,13.614625400711144,10.0,Bundesliga
2022,X,5.25,0.34875762925226983,1,42.5,207.74438839360414,48.881032563200975,10.0,Bundesliga
2022,2,3.1,0.3682855726536875,0,-10.0,-16.867294669813244,16.867294669813244,10.0,Bundesliga
2022,X,4.0,0.3499726242164625,0,-10.0,-33.32420807215417,33.32420807215417,10.0,Bundesliga
2022,X,5.0,0.2571605641429802,0,-10.0,-17.862676294681314,17.862676294681314,10.0,Bundesliga
2022,X,4.5,0.2419871595519103,1,35.0,22.235554495899088,6.353015570256883,10.0,Bundesliga
2022,X,10.0,0.24703895602101458,0,-10.0,-40.84415445028183,40.84415445028183,10.0,Bundesliga
2022,2,3.1,0.3754704810828846,0,-10.0,-19.518868018683605,19.518868018683605,10.0,Bundesliga
2022,X,4.0,0.30728146574420795,0,-10.0,-19.093821914735983,19.093821914735983,10.0,Bundesliga
2022,X,4.0,0.3250000035936174,0,-10.0,-25.00000119787247,25.00000119787247,10.0,Bundesliga
2022,1,3.4,0.49954560695081535,1,24.0,120.0,50.0,10.0,Bundesliga
2022,1,4.0,0.3581196014375913,0,-10.0,-36.03986714586377,36.03986714586377,10.0,Bundesliga
2022,1,3.1,0.39802427984484146,1,21.0,58.46881687975214,27.842293752262922,10.0,Bundesliga
2022,1,8.5,0.2934984479417269,0,-10.0,-49.824560250155955,49.824560250155955,10.0,Bundesliga
2022,X,6.0,0.2408975389936376,0,-10.0,-22.26926169809128,22.26926169809128,10.0,Bundesliga
2022,X,5.25,0.23718099610244983,0,-10.0,-14.423542913991865,14.423542913991865,10.0,Bundesliga
2022,2,3.5,0.30300617879592084,0,-10.0,-6.052162578572284,6.052162578572284,10.0,Bundesliga
2022,2,3.3,0.3509116829144962,0,-10.0,-17.174842784547554,17.174842784547554,10.0,Bundesliga
2022,X,6.5,0.30503044994456635,0,-10.0,-44.668087483621875,44.668087483621875,10.0,Bundesliga
2022,X,10.0,0.21849971538948187,0,-10.0,-32.91658760818941,32.91658760818941,10.0,Bundesliga
2022,X,6.5,0.19922986737724124,0,-10.0,-13.408824452366725,13.408824452366725,10.0,Bundesliga
2022,2,3.4,0.39712981768528666,0,-10.0,-36.483477096872356,36.483477096872356,10.0,Bundesliga
2022,1,3.0,0.42345000503999675,0,-10.0,-33.79375188999878,33.79375188999878,10.0,Bundesliga
2022,2,3.1,0.41360593985850264,0,-10.0,-33.59266828111408,33.59266828111408,10.0,Bundesliga
2022,X,5.0,0.23862656863501863,0,-10.0,-12.070802698443323,12.070802698443323,10.0,Bundesliga
2022,1,7.0,0.17415866489372941,0,-10.0,-9.129610594004411,9.129610594004411,10.0,Bundesliga
2022,X,5.5,0.21636752231373024,0,-10.0,-10.556742929195359,10.556742929195359,10.0,Bundesliga
2022,X,5.25,0.2500066904973032,1,42.5,78.13378127771043,18.38441912416716,10.0,Bundesliga
2022,X,8.5,0.1849305591687649,1,75.0,142.97743823362543,19.06365843115006,10.0,Bundesliga
2022,X,4.75,0.25450973837577234,0,-10.0,-13.928083818994574,13.928083818994574,10.0,Bundesliga
2022,X,4.75,0.34260071445456103,1,37.5,156.8383484147912,41.823559577277656,10.0,Bundesliga
2022,X,5.25,0.30150446485264754,0,-10.0,-34.28814355743526,34.28814355743526,10.0,Bundesliga
2022,1,7.5,0.27809877863281013,0,-10.0,-41.75926306715678,41.75926306715678,10.0,Bundesliga
2022,X,6.0,0.26376639810144825,0,-10.0,-29.12991943043448,29.12991943043448,10.0,Bundesliga
2023,X,5.0,0.21299113576017223,0,-10.0,-4.059729925053823,4.059729925053823,10.0,Bundesliga
2023,X,4.33,0.25202651153591166,0,-10.0,-6.852462083370684,6.852462083370684,10.0,Bundesliga
2023,X,5.25,0.26582507250568504,0,-10.0,-23.269507685579207,23.269507685579207,10.0,Bundesliga
